year,month,circ_type
1942,12,"['TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SZ', 'SZ', 'SZ', 'SZ', 'SWA', 'SWA', 'SWA', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ']"
1943,12,"['WZ', 'WZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'HFA', 'HFA', 'HFA', 'HM', 'HM', 'HM', 'HM', 'HM', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'TRW', 'TRW', 'TRW', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWZ', 'NWZ']"
1944,12,"['BM', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'TM', 'TM', 'TM', 'TM', 'TM', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'SA', 'SA', 'SA', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM']"
1945,12,"['WW', 'WW', 'WW', 'WW', 'WW', 'HFA', 'HFA', 'HFA', 'HFA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TB', 'TB', 'TB', 'TB', 'TB', 'WS', 'WS', 'WS', 'WS', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'HFA']"
1946,12,"['WW', 'WW', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'SEZ', 'SEZ', 'SEZ', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'BM', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'WW']"
1947,12,"['SZ', 'SZ', 'TB', 'TB', 'TB', 'TB', 'WZ', 'WZ', 'WZ', 'NEA', 'NEA', 'NEA', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS']"
1948,12,"['HM', 'HM', 'HM', 'HM', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SZ', 'SZ', 'SZ', 'WZ', 'WZ', 'WZ', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ']"
1949,12,"['WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM']"
1950,12,"['WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'NEZ', 'NEZ', 'NEZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TM', 'TM', 'TM', 'TM', 'HFZ', 'HFZ', 'HFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'TB']"
1951,12,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'HM', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1952,12,"['HNZ', 'HNZ', 'HNZ', 'HNZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'NWZ', 'NWZ', 'NWZ', 'WW', 'WW', 'WW', 'WW', 'WW', 'SWZ', 'SWZ', 'SWZ', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW']"
1953,12,"['WA', 'SWA', 'SWA', 'SWA', 'SWA', 'SEA', 'SEA', 'SEA', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ', 'NEA', 'NEA']"
1954,12,"['SZ', 'BM', 'BM', 'BM', 'NWZ', 'NWZ', 'NWZ', 'TB', 'TB', 'TB', 'WW', 'WW', 'WW', 'WW', 'WW', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HNFA', 'HNFA']"
1955,12,"['WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WS', 'WS', 'WS', 'WS', 'SEA', 'SEA', 'SEA', 'WS', 'WS', 'WS', 'NA', 'NA', 'NA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ']"
1956,12,"['TRM', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'SA', 'SA', 'SA', 'SA']"
1957,12,"['HM', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'SZ', 'SZ', 'SZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ']"
1958,12,"['HB', 'HB', 'HB', 'NA', 'NA', 'NA', 'NA', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'TB', 'TB', 'TB', 'TB', 'TB', 'NEZ', 'NEZ', 'NEZ', 'WW', 'WW', 'WW', 'WZ', 'WZ']"
1959,12,"['SEZ', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'U', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'SWZ']"
1960,12,"['SWA', 'SWA', 'SWA', 'WZ', 'WZ', 'WZ', 'WZ', 'HFZ', 'HFZ', 'HFZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'BM', 'BM', 'BM', 'TRW', 'TRW', 'TRW', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WW', 'WW', 'WW']"
1961,12,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'BM', 'BM', 'BM', 'BM', 'BM', 'SWZ', 'SWZ', 'SWZ']"
1962,12,"['HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'U', 'U', 'HM', 'HM', 'HM', 'HM', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ']"
1963,12,"['SEA', 'SEA', 'SEA', 'SEA', 'HNA', 'HNA', 'HNA', 'HNA', 'HM', 'HM', 'HM', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'SWA', 'SWA', 'SWA']"
1964,12,"['TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HB', 'HB', 'HB', 'HB', 'HB', 'BM', 'BM', 'BM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'SWZ', 'SWZ']"
1965,12,"['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'TRM', 'TRM', 'TRM', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WZ', 'WZ', 'WZ']"
1966,12,"['WS', 'WS', 'WS', 'WS', 'BM', 'BM', 'BM', 'BM', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WW', 'WW', 'WW', 'WW', 'NZ']"
1967,12,"['BM', 'BM', 'BM', 'BM', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'HB', 'HB', 'HB', 'HB', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM']"
1968,12,"['HNFZ', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HFA', 'HFA', 'HFA', 'HFA', 'SEA', 'SEA', 'SEA', 'SEA', 'TB', 'TB', 'TB', 'U', 'WZ', 'WZ', 'WZ', 'WZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'TRM', 'TRM']"
1969,12,"['TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'BM', 'BM', 'BM', 'U', 'HNFZ', 'HNFZ']"
1970,12,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HB', 'HB', 'HB', 'HB', 'HM', 'HM', 'HM', 'NA', 'NA', 'NA', 'BM', 'BM', 'BM', 'BM', 'NZ', 'NZ', 'NZ', 'HNFZ', 'HNFZ', 'HNFZ', 'SEZ', 'SEZ', 'SEZ', 'TRM', 'TRM']"
1971,12,"['TRM', 'TRM', 'TRM', 'HM', 'HM', 'HM', 'HB', 'HB', 'HB', 'NWZ', 'NWZ', 'NWZ', 'SWA', 'SWA', 'SWA', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HNZ', 'HNZ', 'HNZ', 'HNFA', 'HNFA']"
1972,12,"['SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'HM', 'HM', 'HM', 'HM', 'BM', 'BM', 'BM', 'BM', 'SA', 'SA', 'SA', 'SA', 'SA', 'BM', 'BM']"
1973,12,"['NZ', 'U', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'U', 'WA', 'WA', 'WA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TRW', 'TRW', 'TRW', 'TB', 'TB', 'TB', 'U', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA']"
1974,12,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'SWA', 'SWA', 'SWA', 'SWA', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'U']"
1975,12,"['WZ', 'WZ', 'WZ', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'NWZ', 'NWZ', 'NWZ', 'WA', 'WA', 'WA', 'WA', 'WZ']"
1976,12,"['WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'NWZ', 'NWZ', 'NWZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'HNA', 'HNA', 'HNA', 'NZ', 'NZ', 'NZ', 'BM', 'BM', 'BM', 'SZ']"
1977,12,"['NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'HFZ', 'HFZ', 'HFZ', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'U', 'HM', 'HM', 'HM', 'SA', 'SA', 'SA', 'SA', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ']"
1978,12,"['NEZ', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'SZ', 'SZ', 'SZ', 'SZ', 'SZ', 'WS', 'WS', 'WS', 'WS', 'BM', 'BM', 'BM', 'SEZ', 'SEZ', 'SEZ', 'SEZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WS', 'WS', 'WS', 'WS']"
1979,12,"['WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'SEZ', 'SEZ', 'SEZ', 'BM', 'BM', 'BM', 'WW', 'WW', 'WW', 'NZ', 'NZ']"
1980,12,"['NEZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WS', 'WS', 'WS', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'WA']"
