year,month,circ_type
1967,4,"['HM', 'HM', 'NWZ', 'NWZ', 'NWZ', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'NEA', 'NEA', 'NEA', 'BM', 'BM', 'BM', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TRM', 'TRM', 'TRM', 'NEA', 'NEA', 'NEA', 'HB', 'HB', 'HB']"
1968,4,"['WA', 'WA', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SA', 'SA', 'SA', 'SA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TB', 'TB', 'TB', 'TB']"
1969,4,"['WZ', 'WZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'NZ', 'NZ', 'NZ', 'U', 'WS', 'WS', 'WS', 'WS', 'WS', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW']"
1970,4,"['TRM', 'TRM', 'TRM', 'TRM', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'WS', 'WS', 'WS', 'WS', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWZ', 'NWZ', 'NWZ', 'TRM', 'TRM']"
1971,4,"['SEZ', 'SEZ', 'SEZ', 'SEZ', 'HFZ', 'HFZ', 'HFZ', 'U', 'U', 'HB', 'HB', 'HB', 'HB', 'HB', 'NWZ', 'NWZ', 'NWZ', 'HM', 'HM', 'HM', 'HM', 'SA', 'SA', 'SA', 'HNZ', 'HNZ', 'HNZ', 'NZ', 'NZ', 'NZ']"
1972,4,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'HB', 'HB', 'HB', 'NZ', 'NZ', 'NZ', 'TB', 'TB']"
1973,4,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'BM', 'BM', 'BM', 'NZ', 'NZ', 'NZ', 'NZ', 'NEZ', 'NEZ', 'NEZ', 'HNA', 'HNA', 'HNA', 'HNA', 'SWZ', 'SWZ', 'SWZ']"
1974,4,"['HFA', 'SEA', 'SEA', 'SEA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'TRW', 'TRW', 'TRW', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ']"
1975,4,"['TRM', 'TRM', 'TRM', 'TM', 'TM', 'TM', 'NZ', 'NZ', 'NZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WZ', 'WZ', 'WZ', 'HFA', 'HFA', 'HFA', 'HFA', 'BM', 'BM', 'BM', 'NWA', 'NWA', 'NWA', 'NWA', 'TRW', 'TRW', 'TRW']"
1976,4,"['WA', 'TRW', 'TRW', 'TRW', 'TRW', 'NZ', 'NZ', 'NZ', 'BM', 'BM', 'BM', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'HB', 'HB', 'HB', 'HB', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'BM', 'BM']"
1977,4,"['SWZ', 'SWZ', 'SWZ', 'NWZ', 'NWZ', 'NWZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW']"
1978,4,"['SZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'BM', 'BM', 'BM', 'TRW', 'TRW', 'TRW', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'HFA', 'HFA', 'HFA', 'SEA', 'SEA', 'SEA', 'SEA', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ']"
1979,4,"['TB', 'TB', 'TB', 'TM', 'TM', 'TM', 'HNFZ', 'HNFZ', 'HNFZ', 'SA', 'SA', 'SA', 'SA', 'SA', 'U', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TRM', 'TRM', 'TRM', 'TRM', 'NWZ', 'NWZ', 'NWZ']"
1980,4,"['WZ', 'WZ', 'HB', 'HB', 'HB', 'HB', 'HB', 'NWZ', 'NWZ', 'NWZ', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'U', 'NZ', 'NZ', 'NZ', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'TM', 'HNFA']"
1940,5,"['SEA', 'SEA', 'SEA', 'HFZ', 'HFZ', 'HFZ', 'BM', 'BM', 'BM', 'BM', 'HB', 'HB', 'HB', 'U', 'U', 'NEZ', 'NEZ', 'NEZ', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'NA', 'NA']"
1941,5,"['HNFA', 'HNFA', 'HNFA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HB', 'HB', 'HB', 'HB', 'HNA', 'HNA', 'HNA', 'HNA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TB', 'TB', 'TB', 'TB', 'HNA', 'HNA']"
1942,5,"['NA', 'NA', 'NA', 'NA', 'NA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'U']"
1943,5,"['NEA', 'NEA', 'NEA', 'NEA', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'HM', 'HB', 'HB', 'HB', 'HB', 'HFA', 'HFA', 'HFA', 'WZ', 'WZ', 'WZ', 'NWA', 'NWA', 'NWA', 'HNA', 'HNA', 'HNA']"
1944,5,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NEZ', 'NEZ', 'NEZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'HB', 'HB', 'HB', 'HNA', 'HNA', 'HNA', 'NZ', 'NZ', 'NZ', 'NZ', 'WA', 'WA', 'WA', 'HM', 'HM', 'HM', 'HNA', 'HNA']"
1945,5,"['TM', 'TM', 'TM', 'WZ', 'WZ', 'WZ', 'U', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'WA', 'HNA', 'HNA', 'HNA', 'HNA', 'NZ', 'NZ', 'NZ', 'NZ', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB']"
1946,5,"['HNFZ', 'HNFZ', 'HB', 'HB', 'HB', 'HB', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'TM', 'TM', 'TM', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HFA', 'HFA', 'HFA', 'HNFZ', 'HNFZ', 'HNFZ', 'TB', 'TB', 'TB', 'TB']"
1947,5,"['NEZ', 'NEZ', 'NEZ', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'SEA', 'WZ', 'WZ', 'WZ', 'WZ', 'NEA', 'NEA', 'NEA', 'NEA', 'TB', 'TB', 'TB', 'TB', 'HM', 'HM', 'HM', 'HM', 'HM']"
1948,5,"['TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'NEA', 'NEA', 'NEA', 'NEA', 'TRW', 'TRW', 'TRW', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNA', 'HNA', 'HNA', 'HNA', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WW', 'WW']"
1949,5,"['HB', 'HB', 'HB', 'HB', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'HB', 'HB', 'HB', 'HB', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'NEZ', 'NEZ', 'NEZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TB', 'TB', 'TB', 'TB']"
1950,5,"['HM', 'HM', 'NEZ', 'NEZ', 'NEZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFA', 'HNFA', 'HNFA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNZ', 'HNZ', 'HNZ', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'TRM', 'TRM', 'TRM', 'WA', 'WA', 'WA']"
1951,5,"['HNFA', 'HNFA', 'HNFA', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HB', 'HB']"
1952,5,"['HNFA', 'HNFA', 'HNFA', 'TB', 'TB', 'TB', 'TB', 'SEA', 'SEA', 'SEA', 'SEA', 'TRM', 'TRM', 'TRM', 'TRM', 'NA', 'NA', 'NA', 'NA', 'NEA', 'NEA', 'NEA', 'HB', 'HB', 'HB', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'SWZ', 'SWZ']"
1953,5,"['NEZ', 'NEZ', 'NEZ', 'NEZ', 'U', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'TB', 'TB', 'TB', 'HM', 'HM', 'HM', 'HM', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ']"
1954,5,"['TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'U', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'NEA', 'NEA', 'NEA', 'TRM', 'TRM', 'TRM', 'TM', 'TM', 'TM', 'TM', 'SA', 'SA', 'SA', 'SA', 'SA', 'SA', 'HNZ', 'HNZ', 'HNZ']"
1955,5,"['SWA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'NWA', 'NWA', 'NWA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNFA']"
1956,5,"['NEZ', 'NEZ', 'HM', 'HM', 'HM', 'HM', 'WA', 'WA', 'WA', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'SEA', 'SEA', 'SEA', 'SEA', 'U', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM']"
1957,5,"['HB', 'HB', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'U', 'SEA', 'SEA', 'SEA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'NWZ', 'NWZ', 'NWZ', 'HNZ', 'HNZ', 'HNZ', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'BM', 'BM', 'BM']"
1958,5,"['HM', 'HM', 'HM', 'HM', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'TB', 'TB', 'TB', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'HNFA']"
1959,5,"['SEZ', 'SEZ', 'SEZ', 'SEZ', 'BM', 'BM', 'BM', 'SEA', 'SEA', 'SEA', 'SEA', 'NEA', 'NEA', 'NEA', 'NEA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'WA']"
1960,5,"['TM', 'TM', 'BM', 'BM', 'BM', 'BM', 'HFA', 'HFA', 'HFA', 'HFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNZ', 'HNZ', 'HNZ', 'WZ', 'WZ', 'WZ', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA']"
1961,5,"['U', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ']"
1962,5,"['NA', 'NA', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ', 'NZ']"
1963,5,"['NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'WW', 'WW', 'WW', 'WW', 'WW', 'WW', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'NEA', 'NEA', 'NEA', 'NEA', 'HFA', 'HFA']"
1964,5,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'SWA', 'SWA', 'SWA', 'SWA', 'SWA', 'NWA', 'NWA', 'NWA', 'HM', 'HM', 'HM', 'HM', 'HFA', 'HFA', 'HFA', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNA', 'HNA', 'HNA']"
1965,5,"['SEA', 'SEA', 'SEA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'U', 'HM', 'HM', 'HM', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'HM', 'HM', 'HM', 'SEA', 'SEA', 'SEA', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ']"
1966,5,"['HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WW', 'WW', 'WW', 'WW', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'U', 'HB', 'HB', 'HB', 'HB']"
1967,5,"['NZ', 'NZ', 'NZ', 'TB', 'TB', 'TB', 'TB', 'TB', 'HM', 'HM', 'HM', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'TB', 'TB', 'TB', 'WS', 'WS', 'WS', 'U', 'HFZ', 'HFZ', 'HFZ', 'HFZ']"
1968,5,"['TB', 'SWZ', 'SWZ', 'SWZ', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WA', 'WA', 'WA', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'HNFA', 'NEA', 'NEA']"
1969,5,"['HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'WW', 'WW', 'WW', 'WW', 'HM', 'HM', 'HM', 'HM', 'TRW', 'TRW', 'TRW', 'NZ', 'NZ', 'NZ', 'HNA', 'HNA', 'HNA', 'HNA', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'NWZ']"
1970,5,"['TRM', 'NEZ', 'NEZ', 'NEZ', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'TM', 'TM', 'TM', 'TM', 'U', 'NEA', 'NEA', 'NEA', 'U', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ']"
1971,5,"['NEA', 'NEA', 'NEA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'BM', 'BM', 'BM', 'BM', 'U', 'U', 'U', 'TRW', 'TRW', 'TRW', 'TRW', 'U', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'WW', 'WW', 'WW', 'HFA', 'HFA']"
1972,5,"['TB', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'HNFA', 'HNFA', 'HNFA', 'HNFZ', 'HNFZ', 'HNFZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'SEZ', 'SEZ', 'SEZ', 'SWA', 'SWA', 'SWA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ']"
1973,5,"['SWZ', 'SWZ', 'SWZ', 'SWZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'U', 'SEA', 'SEA', 'SEA', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'U', 'HM', 'HM', 'HM', 'TRW', 'TRW', 'TRW']"
1974,5,"['WS', 'WS', 'WS', 'WS', 'NEZ', 'NEZ', 'NEZ', 'HM', 'HM', 'HM', 'TB', 'TB', 'TB', 'TB', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NWA', 'NWA', 'NWA', 'WZ', 'WZ', 'WZ', 'WZ']"
1975,5,"['BM', 'BM', 'BM', 'NEA', 'NEA', 'NEA', 'HNFZ', 'HNFZ', 'HNFZ', 'TRW', 'TRW', 'TRW', 'WS', 'WS', 'WS', 'SWZ', 'SWZ', 'SWZ', 'HB', 'HB', 'HB', 'HNA', 'HNA', 'HNA', 'HNFZ', 'HNFZ', 'HNFZ', 'HNFZ', 'NZ', 'NZ', 'NZ']"
1976,5,"['BM', 'BM', 'WZ', 'WZ', 'WZ', 'SEA', 'SEA', 'SEA', 'SEA', 'U', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'TRW', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'TM', 'TM', 'TM', 'TM', 'WZ', 'WZ']"
1977,5,"['TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRM', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WS', 'WS', 'WS', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HB']"
1978,5,"['WS', 'WS', 'WS', 'WS', 'WS', 'TM', 'TM', 'TM', 'NEA', 'NEA', 'NEA', 'NWZ', 'NWZ', 'NWZ', 'HFA', 'HFA', 'HFA', 'HFA', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'TM', 'TM', 'TM', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'HM']"
1979,5,"['NWZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'TRW', 'TRW', 'TRW', 'TRW', 'TB', 'TB', 'TB', 'TB', 'TB', 'TB', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'HNFA', 'HNFA']"
1980,5,"['HNFA', 'HNFA', 'HNFA', 'HNZ', 'HNZ', 'HNZ', 'WS', 'WS', 'WS', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'HFA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NA', 'NA', 'NA', 'TRW', 'TRW', 'TRW', 'TRW', 'WS', 'WS']"
1940,6,"['NA', 'NA', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'WA', 'WA', 'WA', 'WA', 'WA', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'NEA', 'NEA', 'NEA', 'NEA']"
1941,6,"['HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'NEZ', 'NEZ', 'NEZ']"
1942,6,"['HM', 'HM', 'HM', 'HM', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'HB', 'NWA', 'NWA', 'NWA', 'NWA']"
1943,6,"['WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HM', 'HM', 'HM', 'NEZ', 'NEZ', 'NEZ', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'BM', 'BM', 'BM', 'BM', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA']"
1944,6,"['HNA', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NEZ', 'NEZ', 'NEZ', 'HB', 'HB', 'HB', 'HB', 'U', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WZ']"
1945,6,"['WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'BM', 'BM', 'BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'BM', 'BM', 'BM', 'SEA', 'SEA', 'SEA', 'HFA', 'HFA', 'HFA', 'NWA', 'NWA', 'NWA', 'WZ', 'WZ', 'WZ']"
1946,6,"['TB', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRM', 'TRM', 'TRM', 'TRM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NEZ', 'NEZ', 'NEZ', 'WW', 'WW', 'WW', 'WW', 'BM', 'BM', 'BM']"
1947,6,"['HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HNA', 'HNA', 'HNA', 'WZ', 'WZ', 'WZ', 'U', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'NEA', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM']"
1948,6,"['WW', 'WW', 'WW', 'WW', 'WW', 'SWA', 'SWA', 'SWA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'NEA', 'NEA', 'NEA', 'WA', 'WA', 'WA', 'TM', 'TM']"
1949,6,"['TB', 'TB', 'TB', 'TB', 'TB', 'HM', 'HM', 'HM', 'HM', 'U', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NEA', 'NEA', 'NEA']"
1950,6,"['HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HM', 'HB', 'HB', 'HB', 'HB', 'HB', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WZ', 'WZ', 'WZ', 'WZ', 'WA', 'WA', 'WA', 'WA', 'WA']"
1951,6,"['HB', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'U', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'WA', 'HM', 'HM', 'HM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'BM']"
1952,6,"['SWZ', 'SWZ', 'HM', 'HM', 'HM', 'HM', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'NWA', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'TRW', 'WA', 'WA', 'WA', 'WA', 'WA', 'NWZ', 'NWZ', 'NWZ', 'BM', 'BM', 'BM', 'BM']"
1953,6,"['TM', 'TM', 'TM', 'TM', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'NEZ', 'TRW', 'TRW', 'TRW', 'TRW', 'WW', 'WW', 'WW', 'WW', 'WW', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'HFZ', 'NEA', 'NEA', 'NEA']"
1954,6,"['HNZ', 'HNZ', 'HNA', 'HNA', 'HNA', 'U', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WA', 'WA', 'WA', 'WA', 'WA', 'NZ', 'NZ', 'NZ', 'NZ']"
1955,6,"['HNFA', 'HNFA', 'SEA', 'SEA', 'SEA', 'SEA', 'HNZ', 'HNZ', 'HNZ', 'HNZ', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'HNA', 'HNA', 'HNA', 'WW', 'WW', 'WW', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'BM', 'WW', 'WW']"
1956,6,"['WA', 'WA', 'WA', 'SWZ', 'SWZ', 'SWZ', 'SWZ', 'TM', 'TM', 'TM', 'TM', 'TM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'TRM', 'NWZ', 'NWZ', 'NWZ', 'HB', 'HB', 'HB', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'NWZ', 'TB']"
1957,6,"['BM', 'BM', 'BM', 'WZ', 'WZ', 'WZ', 'WZ', 'WZ', 'TRW', 'TRW', 'TRW', 'TRW', 'HM', 'HM', 'HM', 'HM', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'TRW', 'TRW', 'TRW', 'TRW', 'HM', 'HM', 'HM', 'HM', 'HM']"
1958,6,"['HNFA', 'HNFA', 'HNFA', 'HNA', 'HNA', 'HNA', 'HNA', 'HNA', 'NA', 'NA', 'NA', 'NA', 'NA', 'HM', 'HM', 'HM', 'HM', 'WZ', 'WZ', 'WZ', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'WS', 'HFA', 'HFA']"
